"
Nitecore MH40GT 1000 Lumen LED Flashlight Night Hunting Kit with GM02 Weapon Mount, RSW1 Pressure Switch, NFR60 Red Filter, NFG60 Green Filter - Fits Picatinny Railed Guns
","
$169.00
                ",nitecore-mh40gt-hunting-kit.html,2018-01-22 11:24:55.227656
"
Nitecore Multitask MT25 Hunting Flashlight with Charger, Filters, Pressure Switch, Gun Mount & Car Adapter - CREE XP-G R5 LED - 390 Lumens - Uses 1 x 18650 (Included) or 2 x CR123A
","
$120.00
                ",nitecore-mt25-hunting-kit.html,2018-01-22 11:24:55.235662
"
Nitecore P16 960 Lumen LED Flashlight Night Hunting Kit with GM02 Weapon Mount, RSW1 Pressure Switch, NFR60 Red Filter, NFG60 Green Filter - Fits Picatinny Railed Guns
","
$139.00
                ",nitecore-p16-hunting-kit.html,2018-01-22 11:24:55.241665
"
Nitecore P15 430 Lumen LED Flashlight Night Hunting Kit with GM02 Weapon Mount, RSW1 Pressure Switch, NFR60 Red Filter, NFG60 Green Filter - Fits Picatinny Railed Guns
","
$129.00
                ",nitecore-p15-hunting-kit.html,2018-01-22 11:24:55.409899
"
SOG Tangle Fixed Blade Knife - 3.9-inch Straight Edge, Drop Point - Satin (FX31K) or Hardcased Black (FX32K) - Black Paracord Handle - Hard Nylon Sheath - Clam Pack
","
$45.03
                ",sog-fx3-opt.html,2018-01-22 11:24:55.416903
"
SOG Zoom Folding Knife - 3.6-inch Straight Edge, Drop Point - Black TiNi (ZM1012) or Satin (ZM1011) Finish - Black Handle or Carbon Fiber (ZM1018) - Boxed
","
$90.95
                ",sog-zm101-opt.html,2018-01-22 11:24:55.424909
"
Ultimate Survival Technologies ParaKnife FS 4.0 Fixed Blade Knife with Paracord - 4-inch Partially Serrated - Includes Flint Fire Starter - Nylon Sheath - Glo (20-02232-15) or Orange (20-02232-08)
","
$12.95
                ",ust-20-02232-opt.html,2018-01-22 11:24:55.432916
"
Ultimate Survival Technologies FeatherLite Survival Kit 2.0 - Include Compass, Blanket, Poncho, Whistle, Knife, Light Stick, Flashlight, Mirror, Towel and Matches - Orange (20-723-01)
","
$19.75
                ",ust-featherlite-survival-kit-2.html,2018-01-22 11:24:55.439919
"
Ultimate Survival Technologies FeatherLite First Aid Kit 3.0 - Includes Bandages and Medicine - Red (80-30-1460)
","
$15.50
                ",ust-featherlite-first-aid-kit-3.html,2018-01-22 11:24:55.446923
"
Titanium Innovations High Viz Reflective Safety Belt
","
$2.95
                ",safety-belt.html,2018-01-22 11:24:55.453927
"
SOG Flash II Folding Knife - 3.5-inch Partially Serrated, Drop Point - Black TiNi - Black Handle - Clam Pack (TFSA98-CP)
","
$48.86
                ",sog-fsa-98-flash2-ser-blk-opt.html,2018-01-22 11:24:55.459931
"
SOG SEAL Ops Fixed Blade Knife - 4.85-inch Straight Edge, Drop Point - Black TiNi - Black Handle - Boxed (M40T-K)
","
$74.95
                ",sog-m40k-ops-fixed-opt.html,2018-01-22 11:24:55.466937
"
SOG Twitch XL Folding Knife - 3.25-inch Straight Edge, Drop Point - Black TiNi - Black Handle - Clam Pack (TWI-21)
","
$89.00
                ",sog-twi2-opt.html,2018-01-22 11:24:55.473940
"
SOG Kiku Large Fixed Blade Knife - 5.6-inch Straight Edge, Drop Point - Black TiNi (KU-2012) or Satin (KU-2011) - Linen Micarta Handle - Hard Nylon Sheath - Boxed
","
$131.93
                ",sog-ku-201-opt.html,2018-01-22 11:24:55.480947
"
SOG Fixed Blade Throwing Knives with Paracord Handle - 4.4-inch Straight Edge - Hardcased Black Finish - Nylon Sheath - 3-Piece Clam Pack (F041TN-CP)
","
$40.95
                ",sog-f041tn-cp.html,2018-01-22 11:24:55.486949
"
SOG Bladelight Tactical Fixed Blade Knife with Light - 4.5-inch Straight Edge, Drop Point - Hardcased Black Finish - Black Handle - Hard Nylon Sheath - Boxed (BLT22K-CP)
","
$54.33
                ",sog-blt22k-cp.html,2018-01-22 11:24:55.493956
"
Olight H05 Active Headlamp - CREE XM-L2 LED - 150 Lumens - Includes 2 x AAAs - Blue, Green, Orange or Purple
","
$14.95
                ",olight-h05-opt.html,2018-01-22 11:24:57.615400
"
Olight R50 Seeker USB Rechargeable Flashlight - CREE XHP-50 LED - 2500 Lumens - Includes 1 x 26650
","
$99.95
                ",olight-r50-opt.html,2018-01-22 11:24:57.622405
"
Olight S1A Baton Flashlight with Magnetic Tailcap - CREE XM-L2 LED - Uses 1 x 14500 or 1 x AA (Included)
","
$39.95
                ",olight-s1a.html,2018-01-22 11:24:57.631410
"
Olight S1A Baton (Limited Edition) Copper Flashlight - CREE XM-L2 LED - 600 Lumens - Uses 1 x 14500 or 1 x AA (Included) - Raw Copper Finish
","
$54.95
                ",olight-s1a-cu-opt.html,2018-01-22 11:24:57.638413
"
Olight S2A Baton EDC Flashlight - CREE XM-L2 LED - 550 Lumens - Includes 2 x AAs  - Black, Blue, Gray or Yellow
","
$39.95
                ",olight-s2a-flashlight.html,2018-01-22 11:24:57.647420
"
Olight PL1 II Valkyrie LED Pistol Light - Picatinny and Glock Rails - CREE XP-L CW LED - 450 Lumens - Includes 1 x CR123A
","
$59.95
                ",olight-valkyrie.html,2018-01-22 11:24:57.654426
"
Bundle: Olight X7 Marauder Search Light Kit - 3 x CREE XHP70 LEDs - 9000 Lumens - Includes Charger and 4 x Olight HDC 3500mAh 18650 Batteries
","
$219.95
                ",olight-x7-kit.html,2018-01-22 11:24:57.662430
"
Olight X7 Marauder Search Light - 3 x CREE XHP70 LEDs - 9000 Lumens - Uses 4 x 18650
","
$149.95
                ",olight-x7.html,2018-01-22 11:24:57.669434
"
Nitecore HC33 High Performance LED Headlamp - CREE XHP35 - 1800 Lumens - Uses 1 x 18650 or 2 x CR123As - Now Available with a Battery and a Charger
","
$64.95
                ",nitecore-hc33-headlamp.html,2018-01-22 11:25:00.172343
"
Fenix TK32 (2016) Tactical Flashlight - CREE XP-L HI V3 LED - 1000 Lumens - Uses 1 x 18650 or 2 x CR123As
","
$94.95
                ",fenix-tk32-2016.html,2018-01-22 11:25:00.180346
"
Fenix PD35 TAC Portable High Intensity Tactical Flashlight - CREE XP-L V5 LED - 1000 Lumens - Uses 1 x 18650 or 2 x CR123A
","
$71.95
                ",fenix-pd35-tac.html,2018-01-22 11:25:00.187350
"
Fenix PD32 (2016) Portable High Intensity Flashlight - CREE XP-L HI LED - 900 Lumens - Uses 1 x 18650 or 2 x CR123A
","
$61.95
                ",fenix-pd32-g3.html,2018-01-22 11:25:00.197359
"
Fenix TK09 (2016) Tactical Flashlight - CREE XP-L HI LED - 900 Lumens - Uses 1 x 18650 or 2 x CR123As
","
$64.95
                ",fenix-tk09-xpl.html,2018-01-22 11:25:00.205364
"
Fenix TK15UE Ultimate Edition Tactical Flashlight - CREE XP-L HI V3 LED - 1000 Lumens - Uses 1 x 18650 or 2 x CR123As - Black or Grey
","
$74.95
                ",fenix-tk15ue-opt.html,2018-01-22 11:25:00.214371
